created_at,full_text,sentiment
2023-09-23 08:58:08+00:00,"['ikam', 'buhan', 'asuransi', 'kesehatan', 'lo']",2
2023-09-23 07:08:06+00:00,"['beasiswa', 'korea', 'gks', 'jenjang', 's', 'diploma', 'full', 'ditanggung', 'biaya', 'kuliah', 'biaya', 'kursus', 'tunjangan', 'hidup', 'bulanan', 'asuransi', 'kesehatan', 'tiket', 'pp', 'tunjangan', 'kedatangan', 'kepulangan', 'dll', 'simak', 'lengkapnya', 't', 'co', 'tllhskawix', 't', 'co', 'fndnovylb']",2
2023-09-23 06:49:25+00:00,"['subsidi', 'kendaraan', 'listrik', 'kebutuhan', 'rakyat', 'rakyat', 'butuh', 'pupuk', 'murah', 'pakan', 'ternak', 'murah', 'hasil', 'jual', 'perkebunan', 'terjual', 'harga', 'rakyat', 'btuh', 'sekolh', 'amp', 'kuliah', 'yg', 'terjangkau', 'rakyat', 'butuh', 'jaminan', 'kesehatan', 'gratis', 'sperti', 'asuransi', 'telat', 'bayar', 'g', 'klaim']",2
2023-09-23 06:13:00+00:00,"['pengalaman', 'harga', 'premi', 'beda', 'beli', 'asuransi', 'coba', 'langsung', 'tonton', 'videonya', 'yuk', 'lupa', 'saved', 'yaa', 'asuransikesehatan', 'asuransijiwa', 'asuransitanpabeban', 'tiktok', 'explorepage', 'explore', 'viral', 'lifeat', 'lifeatjagadiri', 't', 'co', 'ymdxpsu']",2
2023-09-23 04:57:57+00:00,"['hallo', 'kak', 'allianz', 'konsultasi', 'asuransi', 'kesehatan', 'orang', 'tuanya', 'dm', 'klik', 'link', 'wa', 'bio', 'ya', 'kak', 'thanks', 'kak']",2
2023-09-23 04:42:06+00:00,"['bikin', 'asuransi', 'kesehatan', 'ortu', 'bagusnya', 'ya']",0
2023-09-23 04:15:10+00:00,"['memiliki', 'asuransi', 'salah', 'langkah', 'bijak', 'ambil', 'melindungi', 'keluarga', 'tercinta', 'yuk', 'miliki', 'perlindungan', 'jiwa', 'kesehatan', 'sedini', 'equitylifeindonesia', 'asuransigakpakeribet', 'pastiequity', 't', 'co', 'pfpzbzoz']",2
2023-09-23 04:07:31+00:00,"['gua', 'ya', 'menikahlah', 'tabunganmu', 'sekolahkan', 'anakmu', 'sd', 'aja', 'bertambah', 'udah', 'tetek', 'bengeknya', 'biaya', 'kesehatan', 'childfree', 'tabungan', 'dialihkan', 'kesehatan', 'asuransi', 'jiwa', 'invest', 'dkk']",0
2023-09-23 02:10:24+00:00,"['hadir', 'pertemuan', 'director', 'ilo', 'takasaki', 'shinichi', 'jica', 'labor', 'policy', 'advisor', 'koh', 'yamada', 'pertemuan', 'membahas', 'peluang', 'perluasan', 'kerja', 'lembaga', 'penyelenggara', 'asuransi', 'kesehatan', 'publik', 'jepang']",1
2023-09-23 01:18:19+00:00,"['yg', 'gak', 'cheating', 'sih', 'gak', 'papa', 'tp', 'programer', 'butuh', 'asuransi', 'kesehatan', 'kali', 'ngadep', 'laptop', 'mulu']",4
2023-09-23 01:07:02+00:00,"['pastikan', 'asuransi', 'kesehatan', 'amp', 'bpjs', 'aktif']",1
2023-09-22 23:53:18+00:00,"['absurd', 'penumpang', 'diprofiling', 'asuransi', 'kesehatan', 'usia', 'riwayat', 'perjalanan']",0
2023-09-22 23:33:39+00:00,"['menurutku', 'sih', 'asuransi', 'program', 'investasi', 'duit', 'tp', 'investasi', 'kesehatan', 'jiwa', 'yg', 'menarik', 'marketingnya', 'menawarkan', 'bentuk', 'investasi', 'duit', 'nasabahe', 'berharap', 'ndilalah', 'yg', 'didapet', 'ga', 'sesuai', 'paparan', 'marketingnya']",2
2023-09-22 16:36:28+00:00,"['sekedar', 'saran', 'sih', 'ya', 'mbak', 'kalo', 'pilih', 'amp', 'ambil', 'produk', 'asuransi', 'asuransi', 'jiwa', 'asuransi', 'kesehatan', 'mending', 'pelajari', 'scr', 'seksama', 'kalo', 'bs', 'mending', 'cari', 'agent', 'yg', 'kenal', 'temen', 'saudara']",4
2023-09-22 14:22:40+00:00,"['yg', 'pake', 'asuransi', 'kesehatan', 'allianz', 'prudential', 'share', 'dongsss']",0
2023-09-22 13:56:09+00:00,"['asuransi', 'uda', 'jujur', 'riwayat', 'kesehatan', 'amp', 'gaada', 'yg', 'missout', 'claim', 'aman', 'aja', 'maksud', 'bro', 'hay', 'tindakan', 'lakukan', 'meninggal', 'cmiiw', 'alm', 'oma', 'jg', 'prosesnya']",2
2023-09-22 13:34:28+00:00,"['inget', 'ya', 'sifatnya', 'asuransi', 'kesehatan', 'tunjangan', 'fully', 'bergantung']",2
2023-09-22 12:16:02+00:00,"['udah', 'siapin', 'asuransi', 'kesehatan', 'jiwa', 'sih']",2
2023-09-22 12:13:38+00:00,"['sender', 'seneng', 'denger', 'kabar', 'temen', 'sender', 'kerja', 'semoga', 'jg', 'keterima', 'kerja', 'aamiin', 'btw', 'banget', 'benefit', 'hrd', 'asuransi', 'kesehatan', 'wajib', 'banget', 'klo', 'disambungin', 'app', 'kayak', 'h', 'd', 'c', 'gitu', 't', 'co', 'uigauelw']",2
2023-09-22 12:07:02+00:00,"['asuransi', 'kesehatan', 'pastikan', 'memiliki', 'asuransi', 'kesehatan', 'mencakup', 'pengobatan', 'negara', 'tujuan', 'asuransi', 'kesehatan', 'melindungi', 'risiko', 'medis', 'terduga']",1
2023-09-22 12:07:00+00:00,"['perencanaan', 'keuangan', 'rencana', 'keuangan', 'cermat', 'biaya', 'kuliah', 'biaya', 'hidup', 'asuransi', 'kesehatan', 'biaya', 'pertimbangkan', 'sumber', 'pendanaan', 'beasiswa', 'pinjaman', 'pekerjaan', 'paruh']",1
2023-09-22 11:55:34+00:00,"['pakai', 'dompet', 'lupa', 'simpan', 'solusinya', 'ya', 'pakai', 'case', 'hp', 'model', 'all', 'in', 'one', 'isinya', 'kartu', 'identitas', 'kartu', 'asuransi', 'kesehatan', 'sim', 'kartu', 'area', 'bermain', 'ga', 'bawa', 'kartu', 'atm', 'tarik', 'tunai', 'cardless', 'mostly', 'bayar', 'pakai', 'qris', 'transfer', 't', 'co', 'misfiy']",2
2023-09-22 11:25:24+00:00,"['kl', 'asuransi', 'jiwa', 'gt', 'pas', 'mati', 'langsung', 'otomatis', 'cair', 'duitnya', 'gak', 'sih', 'macem', 'mati', 'akta', 'keterangan', 'kematian', 'bukti', 'mati', 'macem', 'asuransi', 'kesehatan', 'gt', 'klaim', 'aja', 'kudu', 'pake', 'trik']",2
2023-09-22 11:06:35+00:00,"['pribadi', 'pakai', 'allianz', 'puji', 'tuhan', 'kasih', 'kesehatan', 'pribadi', 'udah', 'bantu', 'nasabah', 'so', 'far', 'klaim', 'gampang', 'mudah', 'dm', 'konsul', 'ya']",2
2023-09-22 11:06:08+00:00,"['oh', 'iya', 'lupa', 'nambahin', 'beli', 'asuransi', 'kesehatan', 'pas', 'sampe', 'australia', 'banget', 'anak', 'whv', 'indo', 'masuk', 'rs', 'kecelakaan', 'byk', 'beritanya', 'mreka', 'ga', 'asuransi', 'kesehatan', 'out', 'of', 'pocket', 'expensenya', 'mahal', 'bangettttt', 'beli', 'yg', 'basic', 'cover', 'aja', 'murah']",2
2023-09-22 10:24:48+00:00,"['kak', 'pakai', 'asuransi', 'kesehatan', 'kakaknya', 'cari', 'asuransi', 'ya']",0
2023-09-22 10:17:38+00:00,"['jaga', 'kesehatan', 'asuransi', 'tu', 'wajib']",2
2023-09-22 09:31:19+00:00,"['knapa', 'memilih', 'rumah', 'sakit', 'yg', 'bagus', 'kl', 'tjd', 'kl', 'rumah', 'sakit', 'bagus', 'dokter', 'rs', 'alat', 'lengkap', 'ngga', 'd', 'rujuk', 'k', 'rs', 'buang', 'pertolongan', 'cepat', 'alasan', 'klien', 'ku', 'rela', 'sisihkn', 'rpjuta', 'thn', 'pny', 'asuransi', 'kesehatan', 'murni', 'miultimate', 'healthcare', 't', 'co', 'kjuwlapc']",2
2023-09-22 09:11:10+00:00,"['atm', 'ktp', 'kartu', 'asuransi', 'kesehatan', 'literally', 'isi', 'dompet', 'emang']",2
2023-09-22 08:59:43+00:00,"['asuransi', 'udah', 'bener', 'asuransiin', 'harta', 'kesehatan', 'jiwa']",0
2023-09-22 08:42:04+00:00,"['asuransi', 'kesehatan', 'aksa', 'pas', 'taun', 'uang', 'full', 'asuransi', 'pas', 'claim', 'boro', 'boro', 'full', 'nya', 'lumayan', 'tutup', 'tabungan', 'aja', 'kecewa', 'pake', 'banget', 'i', 'trust', 'you', 'guys', 'but', 'you', 'guys', 'are']",2
2023-09-22 07:11:14+00:00,"['hai', 'kak', 'sesuai', 'ketentuan', 'pj', 'menghitung', 'pph', 'pasal', 'premi', 'asuransi', 'kesehatan', 'dibayarkan', 'pemberi', 'kerja', 'pegawai', 'premi', 'tsb', 'digabungkan', 'penghasilan', 'bruto', 'dibayarkan', 'pemberi', 'kerja', 'pegawai']",4
2023-09-22 06:35:07+00:00,"['prilly', 'latuconsina', 'kenali', 'produk', 'asuransimu', 'membelinya', 'ya', 'for', 'free', 'consultation', 't', 'co', 'otnkrwfhyi', 'asuransi', 'asuransikesehatan', 'asuransijiwa', 'asuransiterbaik', 'asuransisyariah', 'bpjs', 'prillylatuconsina', 'prillylatuconsina', 't', 'co', 'egxnxktdyi']",2
2023-09-22 05:19:54+00:00,"['halo', 'pph', 'utk', 'contoh', 'asuransi', 'kesehatan', 'all', 'anz', 'yg', 'dibayarkan', 'perusahaan', 'fasilitas', 'kesehatan', 'tambahan', 'utk', 'karyawan', 'bp', 's', 'kesehatan']",1
2023-09-22 05:05:01+00:00,"['but', 'still', 'ngang', 'ngong', 'ngang', 'ngong', 'in', 'life', 'my', 'mother', 'back', 'then', 'alr', 'buy', 'herself', 'a', 'house', 'kredit', 'mobil', 'bayar', 'angsuran', 'asuransi', 'jiwa', 'kesehatan', 'dll']",2
2023-09-22 04:48:45+00:00,"['bonus', 'dplk', 'ga', 'asuransi', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'tanyain', 'jg']",1
2023-09-22 02:49:43+00:00,"['siapin', 'aja', 'nder', 'daftar', 'asuransi', 'kesehatan', 'nder']",2
2023-09-22 02:39:04+00:00,"['asuransi', 'kesehatan', 'asuransi', 'kecelakaan', 'asuransi', 'jiwa', 'asuransi', 'dwiguna', 'asuransi', 'beasiswa', 'diluar', 'ketentuan', 'klaim', 'asuransi', 'objek', 'pph', 'dilaporkan', 'spt', 'tahunan', 'tks', 'dhan']",1
2023-09-21 15:56:00+00:00,"['kebijakan', 'yg', 'mengurangi', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'harapan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'hysplfwifa']",2
2023-09-21 15:42:02+00:00,"['seratus', 'juta', 'perbulan', 'ikhlas', 'gw', 'asuransi', 'jiwa', 'asuransi', 'kesehatan', 'tunjangan', 'raya', 'bonus', 'tunjangan', 'transportasi', 'tunjangan', 'komunikasi', 'ama', 'tunjangan', 'kali', 'makan', 'ya', 'at', 'least', 'kerja', 'emak', 'gw', 'dapet', 'rumah', 'bagus']",2
2023-09-21 14:54:00+00:00,"['program', 'yg', 'menghilangkan', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'lapangan', 'pekerjaan', 'harapan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'aaaroupv']",2
2023-09-21 14:44:00+00:00,"['mengadopsi', 'kebijakan', 'yg', 'menaikkan', 'kemakmuran', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'titipan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'qwwounyzez']",2
2023-09-21 14:09:00+00:00,"['kebijakan', 'menghilangkan', 'kemiskinan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'fnziiaery']",2
2023-09-21 13:53:26+00:00,"['program', 'yg', 'mengurangi', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'kompakbekerja', 'menangkanrakyat', 't', 'co', 'rfyprzgcrj']",2
2023-09-21 13:51:33+00:00,"['program', 'yg', 'menaikkan', 'kemakmuran', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'harapan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'kompakbekerja', 'menangkanrakyat']",2
2023-09-21 13:51:01+00:00,"['mengadopsi', 'kebijakan', 'yg', 'menghilangkan', 'kemiskinan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'harapan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'ybmqzvcet']",2
2023-09-21 13:48:48+00:00,"['mengadopsi', 'kebijakan', 'mengurangi', 'kemiskinan', 'meningkatkan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'pekerjaan', 'harapan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'kompakbekerja', 'menangkanrakyat']",2
2023-09-21 13:47:37+00:00,"['mengadopsi', 'program', 'menaikkan', 'kesejahteraan', 'menambah', 'pendidikan', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'titipan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:44:15+00:00,"['kebijakan', 'yg', 'mengurangi', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:41:36+00:00,"['program', 'yg', 'menaikkan', 'kemakmuran', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:37:54+00:00,"['mengadopsi', 'program', 'yg', 'menaikkan', 'kemakmuran', 'meningkatkan', 'sekolah', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'kompakbekerja', 'menangkanrakyat']",2
2023-09-21 13:36:09+00:00,"['mengadopsi', 'program', 'menaikkan', 'kesejahteraan', 'menambah', 'sekolah', 'asuransi', 'kesehatan', 'kesempatan', 'usaha', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:35:41+00:00,"['kebijakan', 'menghilangkan', 'kemiskinan', 'menambah', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'titipan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:32:11+00:00,"['program', 'yg', 'menghilangkan', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'titipan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'yfturwne']",2
2023-09-21 13:29:35+00:00,"['mengadopsi', 'kebijakan', 'yg', 'menghilangkan', 'kemiskinan', 'meningkatkan', 'pendidikan', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'titipan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:22:28+00:00,"['kebijakan', 'yg', 'menghilangkan', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'pekerjaan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:18:57+00:00,"['kebijakan', 'mengurangi', 'kemiskinan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:17:46+00:00,"['mengadopsi', 'kebijakan', 'yg', 'menaikkan', 'kemakmuran', 'meningkatkan', 'pendidikan', 'asuransi', 'kesehatan', 'lapangan', 'pekerjaan', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:17:13+00:00,"['mengadopsi', 'kebijakan', 'yg', 'menghilangkan', 'kemiskinan', 'meningkatkan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'wwxrswlp']",2
2023-09-21 13:16:33+00:00,"['program', 'menaikkan', 'kesejahteraan', 'menambah', 'pendidikan', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:08:56+00:00,"['program', 'mengurangi', 'kemiskinan', 'meningkatkan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'pekerjaan', 'titipan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:04:24+00:00,"['program', 'yg', 'mengurangi', 'kemiskinan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'kesempatan', 'usaha', 'titipan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 13:04:23+00:00,"['kebijakan', 'menghilangkan', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'wwmqtwqywg']",2
2023-09-21 12:59:36+00:00,"['program', 'mengurangi', 'kemiskinan', 'meningkatkan', 'sekolah', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:53:00+00:00,"['kebijakan', 'mengurangi', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'kesempatan', 'usaha', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:51:55+00:00,"['program', 'yg', 'menaikkan', 'kesejahteraan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'kompakbekerja', 'menangkanrakyat']",2
2023-09-21 12:51:31+00:00,"['program', 'menghilangkan', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'kesempatan', 'usaha', 'titipan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:51:18+00:00,"['mengadopsi', 'kebijakan', 'yg', 'mengurangi', 'kemiskinan', 'menambah', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'xllatnhur']",2
2023-09-21 12:50:48+00:00,"['program', 'yg', 'mengurangi', 'kemiskinan', 'menambah', 'sekolah', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:48:22+00:00,"['mengadopsi', 'kebijakan', 'yg', 'menghilangkan', 'kemiskinan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'peluang', 'pekerjaan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'kompakbekerja', 'menangkanrakyat']",2
2023-09-21 12:43:38+00:00,"['mengadopsi', 'kebijakan', 'yg', 'menaikkan', 'kemakmuran', 'menambah', 'pendidikan', 'asuransi', 'kesehatan', 'lapangan', 'pekerjaan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:43:25+00:00,"['mengadopsi', 'kebijakan', 'mengurangi', 'kemiskinan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'oozjytyqa']",2
2023-09-21 12:40:18+00:00,"['mengadopsi', 'kebijakan', 'yg', 'menaikkan', 'kemakmuran', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'lapangan', 'pekerjaan', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'dywubskh']",2
2023-09-21 12:38:52+00:00,"['mengadopsi', 'program', 'yg', 'menghilangkan', 'kemiskinan', 'memajukan', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'pekerjaan', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:38:39+00:00,"['program', 'yg', 'mengurangi', 'kemiskinan', 'meningkatkan', 'pendidikan', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'titipan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'kompakbekerja', 'menangkanrakyat']",2
2023-09-21 12:36:00+00:00,"['mengadopsi', 'program', 'menaikkan', 'kesejahteraan', 'menambah', 'pendidikan', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:36:00+00:00,"['program', 'menghilangkan', 'kemiskinan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'kesempatan', 'usaha', 'harapan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:36:00+00:00,"['program', 'menghilangkan', 'kemiskinan', 'menambah', 'pendidikan', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'harapan', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:36:00+00:00,"['mengadopsi', 'kebijakan', 'mengurangi', 'kemiskinan', 'meningkatkan', 'sekolah', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'titipan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:36:00+00:00,"['kebijakan', 'yg', 'menaikkan', 'kesejahteraan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'kesempatan', 'usaha', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:36:00+00:00,"['kebijakan', 'yg', 'menaikkan', 'kesejahteraan', 'menambah', 'pendidikan', 'asuransi', 'kesehatan', 'peluang', 'pekerjaan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:36:00+00:00,"['program', 'menaikkan', 'kesejahteraan', 'menambah', 'pendidikan', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'harapan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:35:38+00:00,"['mengadopsi', 'program', 'yg', 'menghilangkan', 'kemiskinan', 'memajukan', 'pendidikan', 'asuransi', 'kesehatan', 'lapangan', 'usaha', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo', 't', 'co', 'xqqtuid']",2
2023-09-21 12:35:00+00:00,"['mengadopsi', 'program', 'menaikkan', 'kesejahteraan', 'menambah', 'sekolah', 'asuransi', 'kesehatan', 'peluang', 'usaha', 'rakyat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
2023-09-21 12:35:00+00:00,"['kebijakan', 'menghilangkan', 'kemiskinan', 'menambah', 'pendidikan', 'asuransi', 'kesehatan', 'kesempatan', 'pekerjaan', 'titipan', 'masyarakat', 'prabowo', 'delapansmangat', 'utkmasadepan', 'majuinnkri', 'barengpakbowo']",2
